Feature Name,12,24,36,48,60
RAVLT_immediate,0.0879555,0.085000125,0.08542814,0.084568915,0.096403911
DX: CN,0.155393544,0.160558755,0.15640301,0.158803688,0.193696742
DX: MCI,-0.09230739,-0.091201774,-0.112356418,-0.155327936,-0.201784849
ADAS11,0.031362289,0.031944511,0.034299585,0.038841856,0.048697648
FAQ,0.035289395,0.037539742,0.04384875,0.057609227,0.07535061
FDG,0.0153074,0.016666123,0.02230121,0.034225057,0.046616786
ABETA,0.037461817,0.03908344,0.044792353,0.060654472,0.074541725
