Feature Name,CN Mean,CN Std,MCI Mean,MCI Std,AD Mean,AD Std,Combined Mean,Combined Std
DX: CN,0.15539354400572647,0.10454909963686483,0.02358251159299637,0.061991699428807986,0.0,0.0,0.06475449821068673,0.10034727265458004
DX: MCI,-0.09230738977694114,0.14951997840341394,-0.09429987182519893,0.0993103044062136,-0.01546133240336907,0.02005881920108913,-0.07325615111421957,0.11429486432530137
DX: AD,0.0,0.0,-0.00037743911519884344,0.001678824376971713,-0.0035729099414107367,0.0035828516797798576,-0.0010661200856916329,0.0025692879713730744
ADAS11,0.0313622889465012,0.01448565078131572,0.009441064618278653,0.013816271043728368,-0.0036358813871523914,0.0035952446290934506,0.0139275740552976,0.018655487546728376
MMSE,0.018759406016111025,0.010442868243999148,0.007184427770950739,0.009302336528335975,-0.0026414555401487083,0.003318370497237077,0.008800229935850484,0.012060194925043908
RAVLT_immediate,0.08795550039891854,0.06933673771101166,0.009800289492974946,0.03412012862066057,-0.008870564955011215,0.0038276570143311686,0.03300369823053062,0.06257096281879872
RAVLT_learning,0.016799255244369003,0.025527061432049924,0.002801763059182888,0.012507134278159493,-0.0028517684342273674,0.0031224482360461543,0.006361903080099795,0.019024648911538978
RAVLT_forgetting,-0.006081336719854917,0.01309649736811318,-0.002671816915234853,0.012674826930422697,0.0003813383892410874,0.0013095135688458246,-0.003106805980516803,0.011399353136289897
RAVLT_perc_forgetting,0.030530250119558417,0.026581703363686007,0.005233024087661942,0.0188372729367878,-0.004589726932055574,0.0034878243199686146,0.01176893032671654,0.02457955028811427
MOCA,0.020131340946217293,0.019995689662526035,0.0016930460950945938,0.0074403978948267046,-0.0007163799889713305,0.0020856908299144465,0.007681702303064976,0.01591238425919909
FAQ,0.03528939454721278,0.008654165173012138,0.01025916582447387,0.02047054816518609,-0.007251402670857833,0.006006925575600919,0.01471696286150228,0.021925119500228147
Entorhinal,0.013968861985880227,0.01756791949524708,0.003946011412493462,0.018850593197118477,-0.0024553758235436847,0.002750322343510623,0.005888436607496749,0.017079989810609618
Fusiform,-0.012282069574813332,0.02049839461820849,-0.003838743441997032,0.011509811418570525,0.0006914227581378685,0.0013384317359662794,-0.005697440142405825,0.0151430487172334
Hippocampus,0.007979185495608934,0.008837968598311473,0.002648515904371772,0.007117147510518414,-0.0012224115051342366,0.0016277576827734405,0.003561346991860903,0.007831696509801627
ICV,-0.008408662606668406,0.03247761003359227,0.001196078898685362,0.017670458666956844,0.0006867484748578415,0.0026985962321506426,-0.0023784670961705693,0.02280712097019385
MidTemp,-0.013573739567519174,0.0376325847441929,-0.004610605787210643,0.01672328542838857,0.000875609348425206,0.001427137872038265,-0.006409120283540936,0.025472429996017572
Ventricles,-0.010107226209132255,0.015933183902113388,-0.0010477709982212406,0.008004512846042845,0.0006792108654709076,0.0018990214157395418,-0.0038501778574070882,0.011783803224972597
WholeBrain,-0.01649875882596599,0.04575516170084168,-0.007798475781836486,0.026001115240284478,0.0003821540240823714,0.004186126383507868,-0.00880797459613025,0.03252342154876992
AV45,0.00987622934125956,0.01753648579033429,0.0023308613852459675,0.009693010290488357,-0.0013030887422450148,0.0028059746562866107,0.004098748292577065,0.013000433823499231
FDG,0.015307400056181083,0.016999505931437585,0.004606854233075917,0.01787794183941091,-0.0017288076150834052,0.002150021549380584,0.00680917483774549,0.016551732203594845
ABETA_UPENNBIOMK9_04_19_17,0.03746181650854261,0.052751934509183404,0.000589052475082064,0.025275195880624386,-0.003489666949744498,0.0029638272735822485,0.012755845264323334,0.03985738957092444
TAU_UPENNBIOMK9_04_19_17,-0.0031676308658562776,0.0053380070583737785,-0.0006254212479782046,0.0019081893201957757,-0.00023635980150668023,0.0007150044682912058,-0.0014364553920896367,0.0036663093340615713
PTAU_UPENNBIOMK9_04_19_17,-0.01059508107515081,0.012446141003556722,-0.0015535939925168496,0.007814984444991771,0.0009870570189790175,0.0025789294086211462,-0.004139745390245184,0.01024503552639088
