Feature Name,CN Mean,CN Std,MCI Mean,MCI Std,AD Mean,AD Std,Combined Mean,Combined Std
DX: CN,0.15880368784593532,0.141492424997858,0.06780271620938756,0.14294671378707816,0.0,0.0,0.07838586303800478,0.13476936436567166
DX: MCI,-0.15532793620798077,0.25888077725557,-0.25035327960954024,0.22555405167440967,-0.049353820633314845,0.07857297919367727,-0.15553964830815145,0.22196384232652575
DX: AD,0.0,0.0,-0.0007699744245373831,0.0041861373186138215,-0.007096715863238418,0.008452368200615958,-0.0024533815764040162,0.006146977959799477
ADAS11,0.03884185582969096,0.025153442092762685,0.029529989031896006,0.03248058311977518,-0.00844896222786082,0.010708560991441312,0.02104686992592518,0.031963636391194414
MMSE,0.025514377626566432,0.018687092813936677,0.022252444402576285,0.022893356456492577,-0.004485329632557517,0.015327957116907676,0.015140843142185735,0.023407642655263794
RAVLT_immediate,0.08456891507616007,0.055248073665521466,0.011715734159530191,0.07164790538047844,-0.022634559632220518,0.013467071107149979,0.02633058041499471,0.06981003938347917
RAVLT_learning,0.015342797508960225,0.02810993130240753,0.008899342116429431,0.029885726590446006,-0.006720579924386295,0.007412022983537658,0.006314523667305049,0.026116709917873956
RAVLT_forgetting,-0.017962964647937413,0.05921220829627655,-0.005190522059306665,0.03415285444286447,0.0011955736489509083,0.0037415140734144373,-0.007640620503772515,0.04103150439931448
RAVLT_perc_forgetting,0.02028012177828735,0.02465120941054339,0.007849348255621409,0.02884309472787882,-0.008733126960589276,0.006848689083478933,0.007038978810038413,0.02549448374445744
MOCA,0.024440294804618182,0.023309083042873508,0.004869636342239853,0.02168658226792315,-0.001989306505047278,0.004883878272078277,0.009525598706477201,0.021983688103908775
FAQ,0.05760922686695086,0.02877031970734568,0.03876625313387001,0.050360886249521584,-0.014986220048324988,0.02342256933432225,0.028719035331303298,0.04738138013546541
Entorhinal,0.023022447796783845,0.03543907244526285,0.007256827870199983,0.044202090215643274,-0.004638419222792662,0.005791791831343257,0.009044513331869624,0.03531313812498655
Fusiform,-0.014326839982842727,0.02842521090356625,-0.00433804497454736,0.02686400980968611,0.001118430391676589,0.005613103462170328,-0.006111733229335232,0.02407037832357029
Hippocampus,0.002204076995599957,0.010540761861655262,0.00320961351151874,0.012789975609740293,-6.126667054666874e-06,0.009423542775069654,0.00187077214594874,0.011141367007738705
ICV,-0.005733521331913993,0.03215567208635226,0.004958455726509138,0.04703795362018101,0.007582082583696692,0.0323810527228676,0.0020685121905903835,0.03846386528125692
MidTemp,-0.012508020433024914,0.029558278770625432,-0.006361867023740331,0.030396843015868664,0.0018748993341091815,0.005004260182495881,-0.0059495203946587335,0.025755668171809163
Ventricles,-0.001771936165395684,0.009857984087205465,0.004008234844612661,0.01130679740741213,0.001953675884636437,0.004001376174165695,0.0013756386522271642,0.009418062302631276
WholeBrain,-0.014617582213962069,0.043337960581075065,-0.00893413928083294,0.046753596988975896,-0.0013117847067365268,0.015993711643073533,-0.008551082596501983,0.03890470380600335
AV45,0.011882639848795977,0.023989563012491787,0.007150457839159077,0.022554232981365503,-0.002246350353698474,0.005043192776932249,0.005891504437146558,0.0204021183171471
FDG,0.034225056929748116,0.04682515070629339,0.014621251060346554,0.04970194966773684,-0.0032865562770530952,0.005628146772245547,0.015883683533833994,0.04304508652246659
ABETA_UPENNBIOMK9_04_19_17,0.06065447178033946,0.10040360311662354,0.007666612063193216,0.0782212259474119,-0.007754251342889684,0.006776718254244104,0.021243404374796875,0.0804854726190174
TAU_UPENNBIOMK9_04_19_17,-0.005332439891314629,0.013972495534753663,-0.0021090309604773964,0.016252057192900873,0.00012452946890431619,0.001009751675563519,-0.0025357166847311315,0.012812565880696562
PTAU_UPENNBIOMK9_04_19_17,-0.0063255437885580655,0.008525090758067764,-0.0026467366805104607,0.016585026297572882,0.0013257986631943198,0.002208139669078474,-0.0026950395679386624,0.011460043254413042
