Feature Name,CN Mean,CN Std,MCI Mean,MCI Std,AD Mean,AD Std,Combined Mean,Combined Std
DX: CN,-0.0030477454050663647,0.0032682567769272714,-0.0007035594870285766,0.002243022642634423,0.0,0.0,-0.0013256392040524863,0.002693937790975761
DX: MCI,-0.007054343876052439,0.011162317747072131,-0.04848722122913907,0.04574926222532558,-0.2030066192951759,0.22377044807851554,-0.07859823493520728,0.14794029181612453
DX: AD,0.0,0.0,0.0042988722324059335,0.018752928343074602,0.0365791117195892,0.04241487121611401,0.012123741234894597,0.029887892553531758
ADAS11,-0.008493163946519356,0.005038328326480503,-0.006276467632130525,0.01138888371765425,0.05055466781941736,0.05505405098390058,0.00938452128085959,0.04028874003387884
MMSE,-0.010776311024077766,0.006557641921683499,-0.011527912420621457,0.01725065828505254,0.04307061898233137,0.05991992085506723,0.004532604074612986,0.04201481409957381
RAVLT_immediate,-0.002777839802589431,0.0027936928211215488,-0.0004082617828575533,0.003945873587025167,0.005652485424396702,0.005806104508257903,0.0005105935783293058,0.005462935372406982
RAVLT_learning,-0.0030404388045209693,0.005329094726099129,0.0011134307445194204,0.008346836482661203,0.03263171308132697,0.041818152742960614,0.008768929441040713,0.02785279037136422
RAVLT_forgetting,0.0010904123544562515,0.002454684403897114,0.000574608566714007,0.0030897507614881907,0.0011204276181596162,0.006637238081987654,0.000914185223821326,0.004284155301234709
RAVLT_perc_forgetting,-0.0036873155169482408,0.00471198745161551,-0.000314569863398152,0.007927946611399334,0.024641956880784254,0.02261639951278679,0.005717672109140123,0.0180593797532726
MOCA,0.00030853043552993336,0.0003655658253908915,-2.8746768101144363e-05,0.000869288789252026,-0.0027182791026678873,0.008174564203524227,-0.0006880610070113947,0.004620460506935945
FAQ,-0.01858798185273714,0.014557957309796333,-0.016783742818268436,0.030922721334589735,0.09228940999908442,0.13376259144177474,0.01413655682744216,0.08989344365290525
Entorhinal,-0.000979667006603705,0.0037812315905231997,0.0005057127337839302,0.0077216386806832895,0.015568710911562372,0.01878754785510151,0.004340408650237392,0.013425436006316495
Fusiform,-0.0003627340226895675,0.0008829536716893252,8.925016783283793e-07,0.002739184819596988,0.0022801534172527246,0.006359041348147443,0.0005322316007463792,0.00399129887145745
Hippocampus,-0.0005992198952334599,0.0015986707355936805,7.564157192023318e-05,0.002339172881975068,0.002715796851396024,0.006418355454866336,0.0006017730228339413,0.004084118690586955
ICV,0.00044847445876380145,0.0020174352383019387,0.0010588286957657618,0.0025496938327334417,0.007883250207568781,0.02837321084034121,0.002818222106274121,0.015721895698790074
MidTemp,0.0002285960277916946,0.005444190957146387,-0.0018862491584115918,0.005061547387635846,0.0104670912481213,0.017417081564165528,0.0024325243581160634,0.011595669718294361
Ventricles,6.999792534716036e-06,0.0007213803647081022,0.000633168483767478,0.0031735976648989625,0.0030050002134478716,0.018174786234858426,0.00109882139481316,0.010045286994482462
WholeBrain,0.0003319972718812935,0.0018242589500598078,4.3944965080886535e-05,0.002678361500889356,-0.0018743965145853838,0.00891457536427983,-0.0004095945247544948,0.0052557761716127286
AV45,-0.0004445801120493712,0.0007699885384730773,0.0004975859265312312,0.0030413689189609954,0.0016515875661832116,0.005144372188456898,0.0004996159722134787,0.0034466148635946135
FDG,-0.0017323853494045913,0.001801337332720942,0.000777069436121916,0.005475856573381724,0.008039368207548407,0.013757279965466197,0.0019942787159718165,0.009090773895026893
ABETA_UPENNBIOMK9_04_19_17,-0.0017409375275496744,0.002663457750939687,0.0002987830689676827,0.0022241187606293657,-0.0010436704724741965,0.005480692955708975,-0.0008079918763863955,0.003704572450938612
TAU_UPENNBIOMK9_04_19_17,-0.0007223377511950047,0.00217811962602594,0.001267977258332329,0.008902833479341813,0.01365802411201118,0.0374800161132999,0.004151527665475074,0.02177117668798473
PTAU_UPENNBIOMK9_04_19_17,-4.43571086817157e-05,0.0008742508253428816,-1.3040464410742054e-05,0.001348415151943514,-0.0016512313094923388,0.004838255385554664,-0.000498012231410289,0.002869650923235776
