Feature Name,CN Mean,CN Std,MCI Mean,MCI Std,AD Mean,AD Std,Combined Mean,Combined Std
DX: CN,0.1605587552320698,0.11467838837572664,0.027770900886318357,0.07176114394407171,0.0,0.0,0.06786372453157712,0.10746022007278669
DX: MCI,-0.091201773868034,0.14832059249371987,-0.11932993887279558,0.1237295310167704,-0.020454853867323868,0.02842411730743072,-0.08250645421552079,0.12392414567559978
DX: AD,0.0,0.0,-0.0004865539431421096,0.0021353006687517134,-0.0038158344510750668,0.003978568089673643,-0.001212500402777436,0.0029202998384554616
ADAS11,0.03194451118137527,0.014930767538824871,0.012306358614974741,0.017315509996942247,-0.003786046483457753,0.004211261318763231,0.0149944169612152,0.01992570368643909
MMSE,0.021792512753819986,0.01259713375268507,0.009630878330158197,0.011442005315044622,-0.002940592883292805,0.003803972359981695,0.010590877701040769,0.014290680417529565
RAVLT_immediate,0.08500012515584378,0.06854469241517905,0.01226074544487259,0.04161184497552328,-0.010602753676195122,0.005063892333615194,0.03215391639656722,0.06305705808127808
RAVLT_learning,0.01634435681730694,0.025799130524210588,0.0034989835140946486,0.015924448841680736,-0.003489230762312683,0.004190857464661791,0.006214034233576319,0.02006105283724906
RAVLT_forgetting,-0.007217461436491214,0.017931176597010753,-0.0033041357831993796,0.019435269362053417,0.00046003640660000376,0.0016295467060196303,-0.0036890424377670596,0.016288649166416553
RAVLT_perc_forgetting,0.027824097007187944,0.0261050430621954,0.005454138209170242,0.02121384804981346,-0.005116115466533828,0.004102908388566632,0.010614935337671712,0.02447084352480073
MOCA,0.019625085139263716,0.01930923821763177,0.002350267931492411,0.009425202152295257,-0.0008315897207972509,0.002303001125689439,0.007682624546552217,0.015790648498822422
FAQ,0.037539741952354364,0.009876763838959307,0.013300732571992224,0.02702701484136603,-0.007459878024250591,0.007465799529851682,0.01637568401250921,0.025274983985027248
Entorhinal,0.012965515650144277,0.01846408510209648,0.003314104844537691,0.022623479990311977,-0.0025996050145860906,0.0031789286820319003,0.005174739385275131,0.018821820195093677
Fusiform,-0.012654641713835946,0.021165262147378038,-0.0039114028521253655,0.012158592779320363,0.0007207644466747115,0.0014803488546036498,-0.0057930470110505216,0.015675060319189908
Hippocampus,0.006776841656792384,0.008095384746873999,0.0027305700798939867,0.007556526930534424,-0.001226816661992033,0.0016623043748750486,0.0031108836017940487,0.007442415347447085
ICV,-0.009510440357819951,0.03768459094418474,0.001689693301251427,0.022824515983533418,0.0010747043832471084,0.0031537063692226278,-0.0024917667115866497,0.02706828135220015
MidTemp,-0.013437359739872928,0.04160433829960948,-0.004992315786175116,0.019596764428921144,0.0010974191994145511,0.0017554908460931339,-0.006372874911838133,0.02824084888918526
Ventricles,-0.0056022597670092565,0.01280262648439891,-0.0005346354028173947,0.007787664591652926,0.000894113621581074,0.002022195637642208,-0.0019649396840111175,0.009491165455508257
WholeBrain,-0.01523575005497954,0.04390015417653236,-0.008433721982431844,0.02985541722526159,0.0004593704393307139,0.005116373040800875,-0.008467134724566614,0.03266030561912535
AV45,0.010172893251653463,0.01904294214017975,0.0033346248734617114,0.01226170674855851,-0.0013380848018185198,0.002986090898228573,0.00452239079497039,0.014472733063515607
FDG,0.01666612255856906,0.018993246160512487,0.005919563180693616,0.020186817907319417,-0.0017926050957695677,0.0023429522591874967,0.007686422606171498,0.01834083055647388
ABETA_UPENNBIOMK9_04_19_17,0.039083440004512825,0.057967855900438035,0.0018008675891964829,0.03210697473612226,-0.003821746256304134,0.003162596280764102,0.01364573697483488,0.04423118276673225
TAU_UPENNBIOMK9_04_19_17,-0.0029457867270577033,0.006645635388699375,-0.0008391188564938272,0.003287849706124577,-0.00024426859847487893,0.0007374723903779422,-0.0014334679604392749,0.004617825543428971
PTAU_UPENNBIOMK9_04_19_17,-0.00955406537491132,0.010657673475825141,-0.0017185691168654083,0.007255962061002347,0.0009316177765780519,0.0021813292236087752,-0.003810803395422315,0.009004124278236608
