Feature Name,CN Mean,CN Std,MCI Mean,MCI Std,AD Mean,AD Std,Combined Mean,Combined Std
DX: CN,0.15640301015137328,0.13044553698321878,0.0495605302389227,0.11279808809265894,0.0,0.0,0.07285231944714149,0.12142028307574669
DX: MCI,-0.1123564183894172,0.18277014053835122,-0.17087420537767004,0.16647896944771398,-0.029201063280489225,0.03834112746765371,-0.10927696885054754,0.15920058312070767
DX: AD,0.0,0.0,-0.0007146916215256822,0.003089766317075634,-0.004804645285304483,0.005452515126199835,-0.001646233368245095,0.0040218267714896274
ADAS11,0.03429958456443893,0.017743219887135307,0.020178875957040522,0.024880108415432357,-0.005310101240705149,0.0059395992447164965,0.01777803778671354,0.02440128772172016
MMSE,0.024257972955618608,0.015616200734174503,0.015413756368038802,0.0165833003062813,-0.0038306919964076497,0.005287357090301235,0.012961124318604416,0.017923267840160326
RAVLT_immediate,0.08542813968355316,0.05889010530237657,0.014226611912799317,0.057957379492755805,-0.0144137210067208,0.007575403890153532,0.03101799707546781,0.0646772156287998
RAVLT_learning,0.016203215502629174,0.02604043986077612,0.005762495036278504,0.022027092635707117,-0.004965408815526065,0.006491013388275637,0.006336059620760437,0.022278143607612776
RAVLT_forgetting,-0.011385993215484863,0.037728667790603215,-0.004483422831644731,0.024936375002295615,0.0007573030569332522,0.002268248324151794,-0.005398331955043851,0.027379507797853347
RAVLT_perc_forgetting,0.024134411538623095,0.024715530765073608,0.006768227532474073,0.026009768698488298,-0.006479948543002424,0.00509896205470509,0.009051813726640278,0.024838874249296376
MOCA,0.02122767867226907,0.019299010836835963,0.002762461017926048,0.013486420367914781,-0.0012123964968369855,0.0031345009019644013,0.008115975124618561,0.01718205058541058
FAQ,0.043848750498565583,0.016448031608703405,0.021946850420355588,0.036991839575681,-0.008804350531536012,0.011798616429485974,0.020764153317165315,0.03266871287248027
Entorhinal,0.01425249063847493,0.024715616766806527,0.004270627915611687,0.029933024462825687,-0.003315622530004176,0.0040492205840910005,0.005591488242542578,0.02431234599518861
Fusiform,-0.013050311144470065,0.021588974069917253,-0.004530265545073188,0.016311050459066143,0.0011591780865009343,0.002260207776306005,-0.005885033762141209,0.017149517068398297
Hippocampus,0.005789179890437037,0.00907785850682162,0.0035656460256641644,0.009669087727187805,-0.0013039253969658199,0.0019276552769793122,0.0029399706230622876,0.00847495878851099
ICV,-0.006795290520005872,0.03949640458080594,0.0008896919514317024,0.03836924316876673,0.001471191712407878,0.004815915672677986,-0.0016487359064022598,0.033141456730458874
MidTemp,-0.013075189148759242,0.03875173756696862,-0.0060034498337633285,0.024928879601276033,0.0015587077405208323,0.0025746507059461786,-0.00630633130057276,0.028065408156129276
Ventricles,-0.0017761650210586406,0.009021319305279087,0.001140691127916307,0.00829496848542109,0.0010899341560178636,0.002269246802930378,9.868631628155589e-05,0.007532025248748206
WholeBrain,-0.01528851070128996,0.04221887588594032,-0.008856846896541253,0.03869834413397001,0.0006483645711986254,0.0068884599988145185,-0.00837215158553429,0.034911861648181816
AV45,0.009947718088184622,0.021218696116059733,0.005480490362267688,0.01698672684992179,-0.0016554309164220362,0.0036632223503400827,0.004989373216554612,0.016953357638341753
FDG,0.02230121042127205,0.025827109376267397,0.009729977900751587,0.034273540718023264,-0.002236830885222205,0.003254863558308946,0.01069548618373493,0.02748209845945217
ABETA_UPENNBIOMK9_04_19_17,0.044792353416890654,0.07121764874032326,0.005210197077519186,0.05445902034001629,-0.005318409131213688,0.004389903578534083,0.016105070469991448,0.05762214791068334
TAU_UPENNBIOMK9_04_19_17,-0.0019167646231817818,0.008492775087184736,-0.001899545453531867,0.007933691610707153,-0.0001638844175356878,0.0005714173265047653,-0.0014034691380889175,0.006977675946428634
PTAU_UPENNBIOMK9_04_19_17,-0.007572916081102177,0.008645742518497233,-0.002433825770378507,0.009437193465927871,0.0011386792153026534,0.0021572975318316654,-0.0032102649405621056,0.008484792401174857
