Feature Name,CN Mean,CN Std,MCI Mean,MCI Std,AD Mean,AD Std,Combined Mean,Combined Std
DX: CN,-0.18237619490496787,0.16890342703796613,-0.07757443149170337,0.15560595274328742,0.0,0.0,-0.08894424898637429,0.15342629928562057
DX: MCI,0.22141329120789896,0.3552426124519319,0.4253376901458566,0.2946812387078871,0.3071158677924736,0.3146117186175273,0.31687759655082387,0.3338435522064984
DX: AD,0.0,0.0,-0.0026700917584845307,0.013658750911849081,-0.023160776690035845,0.02699082595730085,-0.008318958958437157,0.020027221709784482
ADAS11,-0.03402528748451325,0.02022508285056621,-0.026699975812511146,0.03101015876064887,-0.03383098911496323,0.044737102741268096,-0.0315211948086443,0.033401040490712935
MMSE,-0.013258072763252058,0.01912972866005754,-0.010709501945164762,0.030922143766291318,-0.030322169023200757,0.05462158157458529,-0.0178819385236216,0.03842489017480748
RAVLT_immediate,-0.08741199119374878,0.06148924844383826,-0.0025662774921181727,0.08292790679062371,0.0238432545143805,0.02121971079350572,-0.02344444177676126,0.07760546597037883
RAVLT_learning,-0.006716122560519003,0.026229789431186146,-0.012094488993265618,0.029039058842017584,-0.026430303596499546,0.03599378796077446,-0.014832327930145283,0.0316711567368474
RAVLT_forgetting,0.022070483057709492,0.0674273246892384,0.006357799848857444,0.04563973128619628,-0.0010191551630233113,0.006506364311167889,0.009426811615404262,0.04872385721987946
RAVLT_perc_forgetting,-0.009604715973479117,0.019678864453228674,-0.006293088605592969,0.029405232719058365,-0.014860538685031685,0.0245324846637153,-0.010186670110530783,0.02504797266558601
MOCA,-0.02849227795865618,0.02967277157972637,-0.006279393275527252,0.03039933717059265,0.00488605097381754,0.011931640432542447,-0.01038172661424113,0.029190850070566265
FAQ,-0.03922079005387866,0.024262109256319133,-0.01899286618382697,0.061751012469075925,-0.06094585546578719,0.11951204754230407,-0.03944656597145473,0.07964792970601524
Entorhinal,-0.028164907997899467,0.040935925542513775,-0.014354321827259939,0.060580850347786264,-0.011967508486000476,0.01870763978826396,-0.01836598697808347,0.044350594493524666
Fusiform,0.016556336600741472,0.03124933041469003,0.005140849582959352,0.04040303763842972,-0.0036052791072871447,0.013459494682952256,0.0062842409211696995,0.0317543422401716
Hippocampus,-0.0020850635174980976,0.02479368954880676,-0.0028145028940898677,0.02133601220356058,-0.003054850666582977,0.01532345208937356,-0.00263927377889868,0.020973100506652236
ICV,0.010255391300949055,0.039625092299237406,-0.016616409430593233,0.06664699716417707,-0.018560358683566557,0.05464597817646775,-0.007944663340447407,0.05619044731342628
MidTemp,0.015638220584187842,0.04816804665064151,0.014211068862610244,0.04296996244851465,-0.011759581642971884,0.022649337564052564,0.006374529044384327,0.041691998733342145
Ventricles,0.0013722252665037825,0.010797987487728202,-0.006347239517982793,0.014631827057227072,-0.008759965695927052,0.028642325925936178,-0.0044508777062116965,0.01984240906188857
WholeBrain,0.010976008542150539,0.04714526908002849,0.01418099332482156,0.057799950735008064,0.0022668655570712683,0.02105732794273879,0.009250838109713564,0.04527101382009528
AV45,-0.014244471471987243,0.0279895036482711,-0.009794368530230886,0.02704356877117741,0.0018885853158512062,0.005561792343245852,-0.0075863497607114696,0.023884174339667063
FDG,-0.044231193661989576,0.05846711612261116,-0.025347697128864272,0.06939451519143267,-0.0038057269127107275,0.008756595075998049,-0.024970035671619373,0.0555366029001369
ABETA_UPENNBIOMK9_04_19_17,-0.07646306395738989,0.1273939420706739,-0.006384633452683084,0.10008361036965042,0.014545748863373134,0.015230521404522145,-0.023912081123374947,0.10275830217118904
TAU_UPENNBIOMK9_04_19_17,0.011691331517788279,0.030045899701343654,-0.0018896320393845675,0.040229329385279025,-0.017332552204132674,0.04168064121626487,-0.002145203943520712,0.03936000797919689
PTAU_UPENNBIOMK9_04_19_17,0.005786804340840626,0.010988153329658183,-0.00246069868968239,0.02801844152039126,-0.0018858209428827654,0.008491464651591904,0.0005766059126166461,0.018465673740172637
