Feature Name,CN Mean,CN Std,MCI Mean,MCI Std,AD Mean,AD Std,Combined Mean,Combined Std
DX: CN,-0.15850576766184027,0.11350846294634676,-0.0275729315784092,0.07121013208824536,0.0,0.0,-0.06705428754623294,0.10626891022164142
DX: MCI,0.09796702029868286,0.1591925618038114,0.17444430258181792,0.13752661021043067,0.19842881212122307,0.2281216597674496,0.15351429516078474,0.17886033341375557
DX: AD,0.0,0.0,-0.0038241636754445247,0.017358695858807324,-0.03589368932821854,0.038385660833440534,-0.01112612766015487,0.027209451257474777
ADAS11,-0.023649803637871905,0.011991948452166125,-0.010695530049817258,0.018215721656898436,-0.04729236167375652,0.053580864708664966,-0.02523677127213489,0.03408824045908982
MMSE,-0.011202005095537393,0.008300594982366925,-0.0018743925178114913,0.01335646539543769,-0.042678100921805934,0.05588705107601527,-0.016253218796441288,0.03478917843239221
RAVLT_immediate,-0.08308455220569949,0.06713405823835082,-0.012354702657973666,0.03969251848154498,0.005649259851429236,0.0050451971330770845,-0.03284169030776012,0.0605688182119107
RAVLT_learning,-0.013793017681270872,0.02219028346146987,-0.005980980304389091,0.0160684607641033,-0.025514395280345204,0.03139824323245566,-0.014064143665699622,0.02446780980334078
RAVLT_forgetting,0.006333567953761314,0.016345166425064644,0.002975794700470628,0.018286688432726923,-0.0007142408059580077,0.004732430680421095,0.003181590603999796,0.015284019247001889
RAVLT_perc_forgetting,-0.024558816216749057,0.023335367916920202,-0.0070695469897491675,0.018808217996640512,-0.017574287336578415,0.016824004226598244,-0.016180189636621187,0.021436353196976787
MOCA,-0.02002462497180136,0.019723937771461458,-0.00227281271680042,0.00993629619188044,0.0034308443226091206,0.00944116391476177,-0.007094171495671132,0.01728377275161995
FAQ,-0.02010660664227394,0.008283513239576958,0.006196120335269544,0.03508892615872398,-0.11104468767253428,0.11034629479765395,-0.03493979275941941,0.07776630128054188
Entorhinal,-0.011707191242457761,0.01655741877348032,-0.004163322702178121,0.019631872224536624,-0.01311707498124734,0.016791299540322414,-0.009289183424165015,0.018257924231050524
Fusiform,0.013090878789518786,0.021977084389911476,0.004380434436758673,0.013190213575830445,-0.003037971388245037,0.006508390055125885,0.005496811025640224,0.017029361391307615
Hippocampus,-0.0058626683067057065,0.0075201979836234875,-0.002536401747583255,0.006861815504940808,-0.0014801211319458091,0.005148907354454537,-0.003443176133731492,0.006954209336988589
ICV,0.00933925723907267,0.037505410828664376,-0.0023413093255864313,0.02365126306610904,-0.0069881672161997135,0.020664157943073712,0.0005893661768613538,0.029554764074952097
MidTemp,0.013499649807368508,0.04385751156989783,0.0060792127687090605,0.02202562629273414,-0.010967663911429018,0.019219244561777142,0.004129207825046487,0.03261881277731899
Ventricles,0.005577998335707623,0.012834539804647072,0.0005403661160163968,0.008809489701083525,-0.00468910479376457,0.018894520551244662,0.0009320503135121093,0.014168209497503305
WholeBrain,0.015295853572102568,0.0442657644211666,0.008867940833673581,0.030484392766508626,0.001224785708035922,0.01372650889550604,0.009105270114730392,0.0335974848690649
AV45,-0.009827229448732617,0.018552056225284854,-0.004267641373089444,0.011766936361995979,5.762999209437799e-05,0.002274751215460267,-0.005090973773144516,0.01384286377893284
FDG,-0.015082558468713045,0.01747857266892985,-0.0065130154705028,0.019067517934364828,-0.006598616559486894,0.011246491707117171,-0.009608265770655629,0.017186707448296493
ABETA_UPENNBIOMK9_04_19_17,-0.03781941011112182,0.05625869615676589,-0.002161408386817381,0.031328922707328184,0.003790129117627128,0.0055997877914824535,-0.013334930308793728,0.04298688730516953
TAU_UPENNBIOMK9_04_19_17,0.0034445892411338937,0.006577089610021281,-0.0013086858954285902,0.01426741177560662,-0.008079075579180644,0.029749227078952778,-0.0014356674905058023,0.018731421798827558
PTAU_UPENNBIOMK9_04_19_17,0.009747655640147582,0.01079968469897508,0.0018016489547453085,0.007795616694279532,0.0006829959058946454,0.004906582437445609,0.0043476885771814786,0.009346868958227726
